time,k,d,a,gold,ha,sa,an,ca,dis,fe,sup,conf,sound,dk,dd,da,1,2,3,4,5,6,7,8,demo
00:00:15,1,2,2,1317,0.02050272934138775,0.17816145718097687,1.4616632461547852,97.23442077636719,0.27402016520500183,0.020213237032294273,0.2540200352668762,0.556991696357727,17532,0.0,0.0,0.0,0.007057664915919304,0.055159322917461395,0.7375758290290833,0.27539825439453125,0.041930317878723145,0.00734337791800499,0.0837792158126831,0.4060240387916565,1416.4430016465485
00:00:16,1,2,2,1319,0.02808758057653904,0.2496139407157898,1.6340322494506836,96.70940399169922,0.36700689792633057,0.03458833694458008,0.38273367285728455,0.5945435166358948,3187,0.0,0.0,0.0,0.007584851235151291,0.07145248353481293,0.17236900329589844,0.5250167846679688,0.09298673272132874,0.014375099912285805,0.12871363759040833,0.037551820278167725,1418.4054666701704
00:00:17,1,2,2,1321,0.028100527822971344,0.1207408457994461,0.57292640209198,97.99686431884766,0.2749084532260895,0.016400182619690895,0.42380890250205994,0.5662357211112976,23952,0.0,0.0,0.0,1.2947246432304382e-05,0.1288730949163437,1.0611058473587036,1.2874603271484375,0.09209844470024109,0.018188154324889183,0.04107522964477539,0.028307795524597168,1420.43374963291
00:00:18,1,2,2,1387,0.03820602968335152,0.3869936466217041,3.9947242736816406,92.3751449584961,0.7560287117958069,0.0956425592303276,1.0009831190109253,1.3522710800170898,21027,0.0,0.0,0.0,0.010105501860380173,0.266252800822258,3.4217978715896606,5.6217193603515625,0.4811202585697174,0.07924237661063671,0.5771742165088654,0.7860353589057922,1485.6477232985198
00:00:19,1,2,2,1410,0.011323744431138039,0.07683172076940536,0.26326313614845276,98.92876434326172,0.14676930010318756,0.007100485730916262,0.22029930353164673,0.3456423580646515,20600,0.0,0.0,0.0,0.026882285252213478,0.31016192585229874,3.731461137533188,6.553619384765625,0.6092594116926193,0.08854207349941134,0.7806838154792786,1.0066287219524384,1509.6543520339765
00:00:20,1,2,2,1411,0.051094211637973785,0.3666187524795532,1.195814609527588,94.8424301147461,0.4612593352794647,0.04496575891971588,0.9303110837936401,2.107499837875366,3476,0.0,0.0,0.0,0.03977046720683575,0.28978703171014786,0.9325514733791351,4.086334228515625,0.31449003517627716,0.03786527318879962,0.7100117802619934,1.7618574798107147,1508.892493866384
00:00:21,1,2,2,1414,0.030733667314052582,0.20262888073921204,0.9802048206329346,96.20719146728516,0.36330899596214294,0.02451348677277565,0.4948740303516388,1.69654381275177,10726,0.0,0.0,0.0,0.020360544323921204,0.1639898717403412,0.21560978889465332,1.3647613525390625,0.09795033931732178,0.02045227214694023,0.43543705344200134,0.4109560251235962,1512.303455349058
00:00:22,1,2,2,1496,0.023013396188616753,0.222604900598526,0.7709839344024658,97.66778564453125,0.30581361055374146,0.01912318915128708,0.30157414078712463,0.6891054511070251,4996,0.0,0.0,0.0,0.007720271125435829,0.019976019859313965,0.20922088623046875,1.4605941772460938,0.05749538540840149,0.005390297621488571,0.19329988956451416,1.0074383616447449,1595.310898816213
00:00:23,1,2,2,1499,0.031897950917482376,0.377121239900589,3.434812307357788,92.84400177001953,0.46238526701927185,0.05776594579219818,0.6771316528320312,2.1148786544799805,2273,0.0,0.0,0.0,0.008884554728865623,0.154516339302063,2.6638283729553223,4.823783874511719,0.1565716564655304,0.0386427566409111,0.3755575120449066,1.4257732033729553,1596.885116133839
00:00:24,1,2,2,1501,0.019047781825065613,0.23036764562129974,1.148145079612732,97.7042236328125,0.2845858633518219,0.01899334415793419,0.24684879183769226,0.3477943539619446,27364,0.0,0.0,0.0,0.012850169092416763,0.14675359427928925,2.286667227745056,4.860221862792969,0.17779940366744995,0.03877260163426399,0.430282860994339,1.7670843005180359,1600.652212139219
00:00:25,1,2,2,1503,0.008346011862158775,0.14117293059825897,0.35045257210731506,99.09944915771484,0.12339724600315094,0.0076606376096606255,0.15716464817523956,0.11235062032938004,17496,0.0,0.0,0.0,0.010701769962906837,0.08919471502304077,0.7976925075054169,1.3952255249023438,0.16118861734867096,0.011332706548273563,0.0896841436624527,0.23544373363256454,1602.8876432040706
