time,k,d,a,gold,ha,sa,an,ca,dis,fe,sup,conf,sound,dk,dd,da,1,2,3,4,5,6,7,8,demo
00:00:01,1,2,2,1268,0.0013026243541389704,0.017662694677710533,0.09311914443969727,99.81403350830078,0.018597152084112167,0.0006603695801459253,0.01891842670738697,0.03571243956685066,16518,0.0,0.0,0.0,0.0007672817446291447,0.06052141822874546,0.09299866855144501,0.14801025390625,0.011240394786000252,0.0003665083204396069,0.0008891504257917404,0.01700773276388645,1367.964293920144
00:00:02,1,2,2,1269,0.046960458159446716,0.5809828042984009,5.357028961181641,88.43449401855469,3.549767017364502,0.08509980142116547,0.8050888776779175,1.140582799911499,19792,0.0,0.0,0.0,0.045657833805307746,0.5633201096206903,5.263909816741943,11.379539489746094,3.53116986528039,0.08443943184101954,0.7861704509705305,1.1048703603446484,1367.8594219386578
00:00:03,1,2,2,1272,0.03597376495599747,0.772095263004303,4.899387359619141,91.80399322509766,0.5328366756439209,0.07131821662187576,1.1735941171646118,0.7108086943626404,23710,0.0,0.0,0.0,0.01098669320344925,0.1911124587059021,0.4576416015625,3.3694992065429688,3.016930341720581,0.013781584799289703,0.36850523948669434,0.42977410554885864,1371.2891986221075
00:00:04,1,2,2,1274,0.029600758105516434,0.24359139800071716,1.914246916770935,95.26341247558594,0.3988800048828125,0.03022456355392933,1.259275197982788,0.8607731461524963,25124,0.0,0.0,0.0,0.006373006850481033,0.5285038650035858,2.9851404428482056,3.4594192504882812,0.1339566707611084,0.041093653067946434,0.08568108081817627,0.14996445178985596,1373.1392313148826
00:00:05,1,2,2,1276,0.006439190357923508,0.06982500106096268,0.3627558648586273,99.1266098022461,0.05662126466631889,0.0036125958431512117,0.26249921321868896,0.11163117736577988,24617,0.0,0.0,0.0,0.023161567747592926,0.17376639693975449,1.5514910519123077,3.8631973266601562,0.3422587402164936,0.026611967710778117,0.9967759847640991,0.7491419687867165,1375.8883629322518
00:00:06,1,2,2,1278,0.01914089173078537,0.13799302279949188,0.6225102543830872,97.57024383544922,0.18999190628528595,0.040493566542863846,0.9804295301437378,0.4391862452030182,4817,0.0,0.0,0.0,0.012701701372861862,0.0681680217385292,0.25975438952445984,1.556365966796875,0.13337064161896706,0.036880970699712634,0.7179303169250488,0.3275550678372383,1377.5608030073345
00:00:07,1,2,2,1280,0.0030362058896571398,0.06558752804994583,0.14684751629829407,99.28221130371094,0.03765038400888443,0.006253193598240614,0.3845369219779968,0.07387467473745346,12190,0.0,0.0,0.0,0.01610468584112823,0.07240549474954605,0.4756627380847931,1.7119674682617188,0.15234152227640152,0.03424037294462323,0.595892608165741,0.36531157046556473,1379.926123053534
00:00:08,1,2,2,1282,0.14948181807994843,0.35387420654296875,3.581310749053955,83.10968017578125,1.9627822637557983,0.18399803340435028,7.046904563903809,3.6119720935821533,2195,0.0,0.0,0.0,0.14644561219029129,0.2882866784930229,3.434463232755661,16.172531127929688,1.925131879746914,0.17774483980610967,6.662367641925812,3.5380974188447,1378.388031810522
00:00:09,1,2,2,1283,0.01816887967288494,0.2591792643070221,0.7516538500785828,97.6258773803711,0.1934618055820465,0.019522054120898247,0.45837411284446716,0.6737633943557739,28017,0.0,0.0,0.0,0.13131293840706348,0.09469494223594666,2.8296568989753723,14.516197204589844,1.7693204581737518,0.16447597928345203,6.588530451059341,2.9382086992263794,1382.326237346977
00:00:10,1,2,2,1286,0.05894341692328453,0.6196472644805908,3.504498243331909,88.30668640136719,0.9994712471961975,0.0935104712843895,1.0693548917770386,5.347891807556152,25585,0.0,0.0,0.0,0.04077453725039959,0.3604680001735687,2.7528443932533264,9.319190979003906,0.806009441614151,0.07398841716349125,0.6109807789325714,4.674128413200378,1380.6521119363606
00:00:11,1,2,2,1287,0.08731916546821594,0.49173417687416077,2.8479666709899902,89.86149597167969,1.291135549545288,0.120143361389637,1.825386643409729,3.474818229675293,17527,0.0,0.0,0.0,0.028375748544931412,0.12791308760643005,0.656531572341919,1.5548095703125,0.2916643023490906,0.026632890105247498,0.7560317516326904,1.8730735778808594,1383.5251815393567
00:00:12,1,2,2,1290,0.08912800252437592,0.48340699076652527,7.7309980392456055,84.85708618164062,1.489945888519287,0.1711566001176834,2.6964874267578125,2.4817893505096436,3569,0.0,0.0,0.0,0.0018088370561599731,0.008327186107635498,4.883031368255615,5.0044097900390625,0.19881033897399902,0.05101323872804642,0.8711007833480835,0.9930288791656494,1387.518209129572
00:00:13,1,2,2,1292,0.041914377361536026,0.4240550100803375,2.040917158126831,92.4806900024414,0.753288745880127,0.05895129218697548,0.7842127084732056,3.4159674644470215,2476,0.0,0.0,0.0,0.04721362516283989,0.059351980686187744,5.690080881118774,7.623603820800781,0.7366571426391602,0.11220530793070793,1.912274718284607,0.9341781139373779,1388.5840292945504
00:00:14,1,2,2,1293,0.013445064425468445,0.12300213426351547,0.7240874171257019,97.50981903076172,0.315950483083725,0.012869859114289284,0.3377992510795593,0.9630157351493835,20009,0.0,0.0,0.0,0.02846931293606758,0.30105287581682205,1.3168297410011292,5.0291290283203125,0.437338262796402,0.046081433072686195,0.44641345739364624,2.452951729297638,1392.036973239854
