,time,probability
0,00:00:47,0.21583119
1,00:00:48,0.273211
2,00:00:49,0.33852765
3,00:00:50,0.34517434
4,00:00:52,0.22049274
5,00:00:54,0.19828704
6,00:00:55,0.19655634
7,00:00:57,0.19199224
8,00:00:58,0.28004146
9,00:00:59,0.7034464
10,00:01:00,0.6502402
11,00:01:01,0.6073619
12,00:01:02,0.590676
13,00:01:03,0.5789967
14,00:01:04,0.5803704
